Year,Economy,Economy Label,Flow,Flow Label,US$ at current prices in millions,US$ at current prices in millions Footnote,US$ at current prices in millions Missing value,Percentage of total world,Percentage of total world Footnote,Percentage of total world Missing value
2001,499,"Montenegro",02,"Exports",,,"Not applicable",,,"Not applicable"
2001,499,"Montenegro",01,"Imports",,,"Not applicable",,,"Not applicable"
2001,500,"Montserrat",02,"Exports",0.722,,,1.2E-05,,
2001,500,"Montserrat",01,"Imports",19.371,,,0.000302,,
2001,504,"Morocco",02,"Exports",7144,,,0.115359,,
2001,504,"Morocco",01,"Imports",11038,,,0.172198,,
2001,508,"Mozambique",02,"Exports",703,,,0.011352,,
2001,508,"Mozambique",01,"Imports",1063,,,0.016583,,
2001,104,"Myanmar",02,"Exports",2358.02,,,0.038077,,
2001,104,"Myanmar",01,"Imports",2849.27,,,0.04445,,
2001,516,"Namibia",02,"Exports",1179,,,0.019038,,
2001,516,"Namibia",01,"Imports",1547,,,0.024134,,
2001,520,"Nauru",02,"Exports",14,"Estimated",,0.000226,"Estimated",
2001,520,"Nauru",01,"Imports",24,"Estimated",,0.000374,"Estimated",
2001,524,"Nepal",02,"Exports",737,,,0.011901,,
2001,524,"Nepal",01,"Imports",1473,,,0.022979,,
2001,528,"Netherlands (Kingdom of the)",02,"Exports",230854.845,,,3.727773,,
2001,528,"Netherlands (Kingdom of the)",01,"Imports",208637.554,,,3.254842,,
2001,530,"Netherlands Antilles",02,"Exports",2398,,,0.038722,,
2001,530,"Netherlands Antilles",01,"Imports",2826,,,0.044087,,
2001,540,"New Caledonia",02,"Exports",443,,,0.007153,,
2001,540,"New Caledonia",01,"Imports",931,,,0.014524,,
2001,554,"New Zealand",02,"Exports",13730,,,0.221708,,
2001,554,"New Zealand",01,"Imports",13308,,,0.207611,,
2001,558,"Nicaragua",02,"Exports",895.3,,,0.014457,,
2001,558,"Nicaragua",01,"Imports",1805.1,,,0.02816,,
2001,562,"Niger",02,"Exports",272,,,0.004392,,
2001,562,"Niger",01,"Imports",412.12,,,0.006429,,
2001,566,"Nigeria",02,"Exports",18045,,,0.291385,,
2001,566,"Nigeria",01,"Imports",11586,,,0.180747,,
2001,570,"Niue",02,"Exports",0.147,,,2E-06,,
2001,570,"Niue",01,"Imports",0.83,,,1.3E-05,,
2001,807,"North Macedonia",02,"Exports",1158,,,0.018699,,
2001,807,"North Macedonia",01,"Imports",1694,,,0.026427,,
2001,580,"Northern Mariana Islands",02,"Exports",958.542,"Estimated",,0.015478,"Estimated",
2001,580,"Northern Mariana Islands",01,"Imports",554.082,"Estimated",,0.008644,"Estimated",
2001,578,"Norway",02,"Exports",59191,,,0.955798,,
2001,578,"Norway",01,"Imports",32955,,,0.514113,,
2001,512,"Oman",02,"Exports",11074,,,0.17882,,
2001,512,"Oman",01,"Imports",5933,,,0.092558,,
2001,586,"Pakistan",02,"Exports",9238,,,0.149172,,
2001,586,"Pakistan",01,"Imports",10191,,,0.158984,,
2001,585,"Palau",02,"Exports",16.567,,,0.000268,,
2001,585,"Palau",01,"Imports",99.869,,,0.001558,,
2001,591,"Panama",02,"Exports",911,,,0.014711,,
2001,591,"Panama",01,"Imports",2964,,,0.04624,,
2001,590,"Panama, excluding Canal Zone",02,"Exports",,,"Not applicable",,,"Not applicable"
2001,590,"Panama, excluding Canal Zone",01,"Imports",,,"Not applicable",,,"Not applicable"
2001,598,"Papua New Guinea",02,"Exports",1805,,,0.029147,,
2001,598,"Papua New Guinea",01,"Imports",1071,,,0.016708,,
2001,600,"Paraguay",02,"Exports",2356.519,,,0.038052,,
2001,600,"Paraguay",01,"Imports",2182,,,0.03404,,
2001,604,"Peru",02,"Exports",7025.73,,,0.113449,,
2001,604,"Peru",01,"Imports",7316,,,0.114133,,
2001,608,"Philippines",02,"Exports",32150.2,,,0.519152,,
2001,608,"Philippines",01,"Imports",34921,,,0.544784,,
2001,616,"Poland",02,"Exports",35998.466,,,0.581292,,
2001,616,"Poland",01,"Imports",50184.495,,,0.782901,,
2001,620,"Portugal",02,"Exports",24108.047,,,0.389289,,
2001,620,"Portugal",01,"Imports",39490.48,,,0.61607,,
2001,634,"Qatar",02,"Exports",10871,,,0.175542,,
2001,634,"Qatar",01,"Imports",3758,,,0.058627,,
2001,410,"Republic of Korea",02,"Exports",150439,,,2.429243,,
2001,410,"Republic of Korea",01,"Imports",141098,,,2.201194,,
2001,498,"Republic of Moldova",02,"Exports",568,,,0.009172,,
2001,498,"Republic of Moldova",01,"Imports",892,,,0.013916,,
2001,642,"Romania",02,"Exports",11393.838,,,0.183984,,
2001,642,"Romania",01,"Imports",15568.47,,,0.242875,,
2001,643,"Russian Federation",02,"Exports",101884,,,1.645192,,
2001,643,"Russian Federation",01,"Imports",53764,,,0.838743,,
2001,646,"Rwanda",02,"Exports",86,,,0.001389,,
2001,646,"Rwanda",01,"Imports",281,,,0.004384,,
2001,654,"Saint Helena",02,"Exports",10.85,"Estimated",,0.000175,"Estimated",
2001,654,"Saint Helena",01,"Imports",33.59,"Estimated",,0.000524,"Estimated",
2001,659,"Saint Kitts and Nevis",02,"Exports",31,,,0.000501,,
2001,659,"Saint Kitts and Nevis",01,"Imports",189,,,0.002948,,
2001,662,"Saint Lucia",02,"Exports",44,,,0.00071,,
2001,662,"Saint Lucia",01,"Imports",355,,,0.005538,,
2001,666,"Saint Pierre and Miquelon",02,"Exports",5,"Estimated",,8.1E-05,"Estimated",
2001,666,"Saint Pierre and Miquelon",01,"Imports",65,"Estimated",,0.001014,"Estimated",
2001,670,"Saint Vincent and the Grenadines",02,"Exports",41.48,,,0.00067,,
2001,670,"Saint Vincent and the Grenadines",01,"Imports",185.92,,,0.0029,,
2001,882,"Samoa",02,"Exports",62.67,,,0.001012,,
2001,882,"Samoa",01,"Imports",136,,,0.002122,,
2001,678,"Sao Tome and Principe",02,"Exports",2.619,,,4.2E-05,,
2001,678,"Sao Tome and Principe",01,"Imports",28.489,,,0.000444,,
2001,682,"Saudi Arabia",02,"Exports",68064,,,1.099077,,
2001,682,"Saudi Arabia",01,"Imports",31223,,,0.487093,,
2001,686,"Senegal",02,"Exports",1003,,,0.016196,,
2001,686,"Senegal",01,"Imports",1730,,,0.026989,,
2001,688,"Serbia",02,"Exports",,,"Not applicable",,,"Not applicable"
2001,688,"Serbia",01,"Imports",,,"Not applicable",,,"Not applicable"
2001,891,"Serbia and Montenegro",02,"Exports",1903,,,0.030729,,
2001,891,"Serbia and Montenegro",01,"Imports",4837,,,0.075459,,
2001,690,"Seychelles",02,"Exports",216,,,0.003488,,
2001,690,"Seychelles",01,"Imports",476,,,0.007426,,
2001,694,"Sierra Leone",02,"Exports",29,,,0.000468,,
2001,694,"Sierra Leone",01,"Imports",182,,,0.002839,,
2001,702,"Singapore",02,"Exports",121751,,,1.965998,,
2001,702,"Singapore",01,"Imports",116000,,,1.809653,,
2001,534,"Sint Maarten (Dutch part)",02,"Exports",,,"Not applicable",,,"Not applicable"
2001,534,"Sint Maarten (Dutch part)",01,"Imports",,,"Not applicable",,,"Not applicable"
2001,703,"Slovakia",02,"Exports",12594.756,,,0.203376,,
2001,703,"Slovakia",01,"Imports",14760.182,,,0.230266,,
2001,705,"Slovenia",02,"Exports",9266.575,,,0.149634,,
2001,705,"Slovenia",01,"Imports",10160.111,,,0.158502,,
2001,090,"Solomon Islands",02,"Exports",47,,,0.000759,,
2001,090,"Solomon Islands",01,"Imports",90,,,0.001404,,
2001,706,"Somalia",02,"Exports",83.658,,,0.001351,,
2001,706,"Somalia",01,"Imports",203.783,,,0.003179,,
2001,710,"South Africa",02,"Exports",29258,,,0.472449,,
2001,710,"South Africa",01,"Imports",28248,,,0.440682,,
2001,728,"South Sudan",02,"Exports",,,"Not applicable",,,"Not applicable"
2001,728,"South Sudan",01,"Imports",,,"Not applicable",,,"Not applicable"
2001,724,"Spain",02,"Exports",116659.5,,,1.883782,,
2001,724,"Spain",01,"Imports",154649.57,,,2.412604,,
2001,144,"Sri Lanka",02,"Exports",4816,,,0.077767,,
2001,144,"Sri Lanka",01,"Imports",5973,,,0.093182,,
2001,275,"State of Palestine",02,"Exports",526.1,,,0.008495,,
2001,275,"State of Palestine",01,"Imports",2269.9,,,0.035411,,
2001,729,"Sudan",02,"Exports",,,"Not applicable",,,"Not applicable"
2001,729,"Sudan",01,"Imports",,,"Not applicable",,,"Not applicable"
2001,736,"Sudan (...2011)",02,"Exports",1699,,,0.027435,,
2001,736,"Sudan (...2011)",01,"Imports",1958,,,0.030546,,
2001,740,"Suriname",02,"Exports",403,,,0.006508,,
2001,740,"Suriname",01,"Imports",461,,,0.007192,,
2001,752,"Sweden",02,"Exports",75644.879,,,1.22149,,
2001,752,"Sweden",01,"Imports",63199.506,,,0.985941,,
2001,756,"Switzerland",02,"Exports",82144,,,1.326436,,
2001,756,"Switzerland",01,"Imports",84102,,,1.31203,,
2001,760,"Syrian Arab Republic",02,"Exports",5248,,,0.084743,,
2001,760,"Syrian Arab Republic",01,"Imports",4752,,,0.074133,,
2001,762,"Tajikistan",02,"Exports",650,,,0.010496,,
2001,762,"Tajikistan",01,"Imports",688,,,0.010733,,
2001,764,"Thailand",02,"Exports",64968,,,1.049083,,
2001,764,"Thailand",01,"Imports",61962,,,0.966636,,
2001,626,"Timor-Leste",02,"Exports",,,"Not applicable",,,"Not applicable"
2001,626,"Timor-Leste",01,"Imports",,,"Not applicable",,,"Not applicable"
2001,768,"Togo",02,"Exports",357,,,0.005765,,
2001,768,"Togo",01,"Imports",553,,,0.008627,,
2001,772,"Tokelau",01,"Imports",0.78,,,1.2E-05,,
2001,776,"Tonga",02,"Exports",6.72,,,0.000109,,
2001,776,"Tonga",01,"Imports",72.72,,,0.001134,,
2001,780,"Trinidad and Tobago",02,"Exports",4280,,,0.069112,,
2001,780,"Trinidad and Tobago",01,"Imports",3569,,,0.055678,,
2001,788,"Tunisia",02,"Exports",6631,,,0.107075,,
2001,788,"Tunisia",01,"Imports",9529,,,0.148657,,
2001,792,"Turkiye",02,"Exports",31334,,,0.505972,,
2001,792,"Turkiye",01,"Imports",41399,,,0.645843,,
2001,795,"Turkmenistan",02,"Exports",2700,,,0.043599,,
2001,795,"Turkmenistan",01,"Imports",2250,,,0.035101,,
2001,796,"Turks and Caicos Islands",02,"Exports",7.286,,,0.000118,,
2001,796,"Turks and Caicos Islands",01,"Imports",156.752,,,0.002445,,
2001,798,"Tuvalu",02,"Exports",0.016,,,0,,
2001,798,"Tuvalu",01,"Imports",3.5,,,5.5E-05,,
2001,800,"Uganda",02,"Exports",450.527,,,0.007275,,
2001,800,"Uganda",01,"Imports",1594,,,0.024867,,
2001,804,"Ukraine",02,"Exports",16265,,,0.262642,,
2001,804,"Ukraine",01,"Imports",15775,,,0.246097,,
2001,810,"Union of Soviet Socialist Republics",02,"Exports",,,"Not applicable",,,"Not applicable"
2001,810,"Union of Soviet Socialist Republics",01,"Imports",,,"Not applicable",,,"Not applicable"
2001,784,"United Arab Emirates",02,"Exports",48413.887,,,0.781773,,
2001,784,"United Arab Emirates",01,"Imports",37293.397,,,0.581794,,
2001,826,"United Kingdom",02,"Exports",272715.188,,,4.403721,,
2001,826,"United Kingdom",01,"Imports",343785.507,,,5.363212,,
2001,834,"United Republic of Tanzania",02,"Exports",851.3,,,0.013747,,
2001,834,"United Republic of Tanzania",01,"Imports",1712,,,0.026708,,
2001,840,"United States",02,"Exports",729100,,,11.773284,,
2001,840,"United States",01,"Imports",1179180,,,18.395751,,
2001,858,"Uruguay",02,"Exports",2060,,,0.033264,,
2001,858,"Uruguay",01,"Imports",3061,,,0.047753,,
2001,860,"Uzbekistan",02,"Exports",2708,,,0.043728,,
2001,860,"Uzbekistan",01,"Imports",2814,,,0.0439,,
2001,548,"Vanuatu",02,"Exports",20,,,0.000323,,
2001,548,"Vanuatu",01,"Imports",90,,,0.001404,,
2001,862,"Venezuela (Bolivarian Rep. of)",02,"Exports",26667,,,0.430611,,
2001,862,"Venezuela (Bolivarian Rep. of)",01,"Imports",18323,,,0.285847,,
2001,704,"Viet Nam",02,"Exports",15029,,,0.242684,,
2001,704,"Viet Nam",01,"Imports",16218,,,0.253008,,
2001,876,"Wallis and Futuna Islands",02,"Exports",0.042,,,1E-06,,
2001,876,"Wallis and Futuna Islands",01,"Imports",32.587,,,0.000508,,
2001,887,"Yemen",02,"Exports",3374,,,0.054482,,
2001,887,"Yemen",01,"Imports",2466,,,0.038471,,
2001,886,"Yemen, Arab Republic",02,"Exports",,,"Not applicable",,,"Not applicable"
2001,886,"Yemen, Arab Republic",01,"Imports",,,"Not applicable",,,"Not applicable"
2001,720,"Yemen, Democratic",02,"Exports",,,"Not applicable",,,"Not applicable"
2001,720,"Yemen, Democratic",01,"Imports",,,"Not applicable",,,"Not applicable"
2001,890,"Yugoslavia, Soc. Fed. Rep. of",02,"Exports",,,"Not applicable",,,"Not applicable"
2001,890,"Yugoslavia, Soc. Fed. Rep. of",01,"Imports",,,"Not applicable",,,"Not applicable"
2001,894,"Zambia",02,"Exports",987.411,,,0.015944,,
2001,894,"Zambia",01,"Imports",1081.842,,,0.016877,,
2001,716,"Zimbabwe",02,"Exports",1207,,,0.01949,,
2001,716,"Zimbabwe",01,"Imports",1715,,,0.026755,,
2001,5600,"Asia and Oceania",02,"Exports",1964663.122,,,31.724779,,
2001,5600,"Asia and Oceania",01,"Imports",1797204.106,,,28.037211,,
2001,5702,"Northern America and Europe",02,"Exports",3738576.849,,,60.369394,,
2001,5702,"Northern America and Europe",01,"Imports",4100313.082,,,63.966771,,
2001,5706,"Europe, Northern America, Australia and New Zealand",02,"Exports",3815693.849,,,61.614656,,
2001,5706,"Europe, Northern America, Australia and New Zealand",01,"Imports",4177509.082,,,65.171064,,
2001,5703,"Central and Southern Asia",02,"Exports",105378,,,1.701612,,
2001,5703,"Central and Southern Asia",01,"Imports",108701,,,1.695786,,
2001,5704,"Eastern and South-Eastern Asia",02,"Exports",1527691.362,,,24.668692,,
2001,5704,"Eastern and South-Eastern Asia",01,"Imports",1395992.9,,,21.778132,,
2001,5705,"Western Asia and Northern Africa",02,"Exports",298171.247,,,4.814778,,
2001,5705,"Western Asia and Northern Africa",01,"Imports",257242.656,,,4.013104,,
2001,1400,"Developing economies",02,"Exports",1793181.939,,,28.955753,,
2001,1400,"Developing economies",01,"Imports",1702999.233,,,26.567572,,
2001,1410,"Developing economies: Africa",02,"Exports",136408.872,,,2.202689,,
2001,1410,"Developing economies: Africa",01,"Imports",132566.933,,,2.068105,,
2001,1420,"Developing economies: Americas",02,"Exports",353185.945,,,5.703139,,
2001,1420,"Developing economies: Americas",01,"Imports",379983.194,,,5.927913,,
2001,1460,"Developing economies: Asia and Oceania",02,"Exports",1303587.122,,,21.049926,,
2001,1460,"Developing economies: Asia and Oceania",01,"Imports",1190449.106,,,18.571554,,
2001,1430,"Developing economies: Asia",02,"Exports",1299052.349,,,20.9767,,
2001,1430,"Developing economies: Asia",01,"Imports",1184205.197,,,18.474146,,
2001,1450,"Developing economies: Oceania",02,"Exports",4534.773,,,0.073226,,
2001,1450,"Developing economies: Oceania",01,"Imports",6243.909,,,0.097408,,
2001,1500,"Developed economies",02,"Exports",4399652.849,,,71.044247,,
2001,1500,"Developed economies",01,"Imports",4707068.082,,,73.432428,,
2001,1520,"Developed economies: Americas",02,"Exports",989267,,,15.974381,,
2001,1520,"Developed economies: Americas",01,"Imports",1407580,,,21.958896,,
2001,1560,"Developed economies: Asia and Oceania",02,"Exports",661076,,,10.674853,,
2001,1560,"Developed economies: Asia and Oceania",01,"Imports",606755,,,9.465657,,
2001,1530,"Developed economies: Asia",02,"Exports",583959,,,9.429591,,
2001,1530,"Developed economies: Asia",01,"Imports",529559,,,8.261364,,
2001,1550,"Developed economies: Oceania",02,"Exports",77117,,,1.245262,,
2001,1550,"Developed economies: Oceania",01,"Imports",77196,,,1.204293,,
2001,1540,"Developed economies: Europe",02,"Exports",2749309.849,,,44.395014,,
2001,1540,"Developed economies: Europe",01,"Imports",2692733.082,,,42.007875,,
2001,1600,"Developing economies excluding China",02,"Exports",1527083.939,,,24.658884,,
2001,1600,"Developing economies excluding China",01,"Imports",1459446.233,,,22.768033,,
2001,1601,"Developing economies excluding LDCs",02,"Exports",1759222.287,,,28.407383,,
2001,1601,"Developing economies excluding LDCs",01,"Imports",1657209.148,,,25.853225,,
2001,1610,"LDCs (Least developed countries)",02,"Exports",33853.652,,,0.546658,,
2001,1610,"LDCs (Least developed countries)",01,"Imports",45599.085,,,0.711367,,
2001,1614,"LDCs: Africa",02,"Exports",19072.413,,,0.307975,,
2001,1614,"LDCs: Africa",01,"Imports",24265.771,,,0.378557,,
2001,1612,"LDCs: Asia",02,"Exports",14436.097,,,0.23311,,
2001,1612,"LDCs: Asia",01,"Imports",20106.54,,,0.313671,,
2001,1615,"LDCs: Islands and Haiti",02,"Exports",345.142,,,0.005573,,
2001,1615,"LDCs: Islands and Haiti",01,"Imports",1226.774,,,0.019138,,
2001,1620,"LLDCs (Landlocked developing countries)",02,"Exports",34012.872,,,0.549229,,
2001,1620,"LLDCs (Landlocked developing countries)",01,"Imports",39651.658,,,0.618584,,
2001,1640,"SIDS (Small island developing States) (UN-OHRLLS)",02,"Exports",147884.541,,,2.387994,,
2001,1640,"SIDS (Small island developing States) (UN-OHRLLS)",01,"Imports",160006.835,,,2.49618,,
2001,1641,"SIDS: Atlantic and Indian Ocean",02,"Exports",2082.459,,,0.033627,,
2001,1641,"SIDS: Atlantic and Indian Ocean",01,"Imports",3951.069,,,0.061638,,
2001,1642,"SIDS: Caribbean",02,"Exports",19516.351,,,0.315144,,
2001,1642,"SIDS: Caribbean",01,"Imports",33845.224,,,0.528001,,
2001,1643,"SIDS: Pacific",02,"Exports",126285.731,,,2.039223,,
2001,1643,"SIDS: Pacific",01,"Imports",122210.542,,,1.906541,,
2001,2623,"Low-income developing economies",02,"Exports",34123.183,,,0.551011,,
2001,2623,"Low-income developing economies",01,"Imports",45124.797,,,0.703968,,
2001,2622,"Middle-income developing economies",02,"Exports",334597.847,,,5.402984,,
2001,2622,"Middle-income developing economies",01,"Imports",335295.297,,,5.230761,,
2001,2621,"High-income developing economies",02,"Exports",1423033.809,,,22.978714,,
2001,2621,"High-income developing economies",01,"Imports",1320963.27,,,20.607635,,
2001,2711,"BRICS",02,"Exports",498887.6,,,8.055884,,
2001,2711,"BRICS",01,"Imports",434338.8,,,6.775885,,
2001,3412,"European Union (2020 …)",02,"Exports",2202961.525,,,35.572748,,
2001,3412,"European Union (2020 …)",01,"Imports",2141637.79,,,33.410535,,
2001,3916,"G20 (Group of Twenty)",02,"Exports",3859245.454,,,62.317914,,
2001,3916,"G20 (Group of Twenty)",01,"Imports",4093133.699,,,63.854769,,
2001,3919,"G-77 (Group of 77)",02,"Exports",1264586.498,,,20.420156,,
2001,3919,"G-77 (Group of 77)",01,"Imports",1154428.222,,,18.009612,,
2001,3905,"OECD (Organisation for Economic Cooperation and Development)",02,"Exports",4469577.457,,,72.173368,,
2001,3905,"OECD (Organisation for Economic Cooperation and Development)",01,"Imports",4826873.867,,,75.301454,,
2002,0000,"World",02,"Exports",6497514.748,,,100,,
2002,0000,"World",01,"Imports",6662107.614,,,100,,
2002,5100,"Africa",02,"Exports",142498.98,,,2.193131,,
2002,5100,"Africa",01,"Imports",134282.507,,,2.015616,,
2002,5110,"Northern Africa",02,"Exports",48603.406,,,0.748031,,
2002,5110,"Northern Africa",01,"Imports",51499.827,,,0.773026,,
2002,5120,"Sub-Saharan Africa",02,"Exports",93895.574,,,1.4451,,
2002,5120,"Sub-Saharan Africa",01,"Imports",82782.68,,,1.24259,,
2002,5121,"Eastern Africa",02,"Exports",11075.986,,,0.170465,,
2002,5121,"Eastern Africa",01,"Imports",17261.865,,,0.259105,,
2002,5122,"Middle Africa",02,"Exports",18405.351,,,0.283268,,
2002,5122,"Middle Africa",01,"Imports",10820.69,,,0.162421,,
2002,5123,"Southern Africa",02,"Exports",34606.551,,,0.532612,,
2002,5123,"Southern Africa",01,"Imports",34352,,,0.515633,,
2002,5124,"Western Africa",02,"Exports",29807.686,,,0.458755,,
2002,5124,"Western Africa",01,"Imports",20348.125,,,0.305431,,
2002,5200,"Americas",02,"Exports",1302877.735,,,20.05194,,
2002,5200,"Americas",01,"Imports",1784632.97,,,26.787814,,
2002,5210,"Northern America",02,"Exports",945861.437,,,14.55728,,
2002,5210,"Northern America",01,"Imports",1428924.508,,,21.448535,,
2002,5220,"Latin America and the Caribbean",02,"Exports",357016.298,,,5.494659,,
2002,5220,"Latin America and the Caribbean",01,"Imports",355708.462,,,5.339278,,
2002,5221,"Caribbean",02,"Exports",15887.03,,,0.244509,,
2002,5221,"Caribbean",01,"Imports",30937.798,,,0.464385,,
2002,5222,"Central America",02,"Exports",178884.138,,,2.753116,,
2002,5222,"Central America",01,"Imports",202859.185,,,3.04497,,
2002,5223,"South America",02,"Exports",162245.131,,,2.497034,,
2002,5223,"South America",01,"Imports",121911.479,,,1.829924,,
2002,5300,"Asia",02,"Exports",2032178.614,,,31.276245,,
2002,5300,"Asia",01,"Imports",1822647.905,,,27.358428,,
2002,5310,"Central Asia",02,"Exports",16256.8,,,0.2502,,
2002,5310,"Central Asia",01,"Imports",12436.7,,,0.186678,,
2002,5330,"Eastern Asia",02,"Exports",1245688.719,,,19.171772,,
2002,5330,"Eastern Asia",01,"Imports",1111383.368,,,16.682159,,
2002,5350,"South-eastern Asia",02,"Exports",407365.861,,,6.269564,,
2002,5350,"South-eastern Asia",01,"Imports",366669.371,,,5.503804,,
2002,5320,"Southern Asia",02,"Exports",99160.764,,,1.526134,,
2002,5320,"Southern Asia",01,"Imports",107523.061,,,1.61395,,
2002,5340,"Western Asia",02,"Exports",263706.47,,,4.058574,,
2002,5340,"Western Asia",01,"Imports",224635.405,,,3.371837,,
2002,5400,"Europe",02,"Exports",2936205.054,,,45.189664,,
2002,5400,"Europe",01,"Imports",2826074.629,,,42.420129,,
2002,5410,"Eastern Europe",02,"Exports",282080.109,,,4.341354,,
2002,5410,"Eastern Europe",01,"Imports",264154.466,,,3.965029,,
2002,5420,"Northern Europe",02,"Exports",627123.123,,,9.651738,,
2002,5420,"Northern Europe",01,"Imports",623226.751,,,9.354799,,
2002,5430,"Southern Europe",02,"Exports",438679.71,,,6.7515,,
2002,5430,"Southern Europe",01,"Imports",523434.156,,,7.856885,,
2002,5440,"Western Europe",02,"Exports",1588322.112,,,24.445071,,
2002,5440,"Western Europe",01,"Imports",1415259.256,,,21.243416,,
2002,5500,"Oceania",02,"Exports",83754.365,,,1.289022,,
2002,5500,"Oceania",01,"Imports",94469.603,,,1.418014,,
2002,0001,"Individual economies",02,"Exports",,,"Not applicable",,,"Not applicable"
2002,0001,"Individual economies",01,"Imports",,,"Not applicable",,,"Not applicable"
2002,004,"Afghanistan",02,"Exports",100,,,0.001539,,
2002,004,"Afghanistan",01,"Imports",2452,,,0.036805,,
2002,008,"Albania",02,"Exports",339.55,,,0.005226,,
2002,008,"Albania",01,"Imports",1503.72,,,0.022571,,
2002,012,"Algeria",02,"Exports",18799,,,0.289326,,
2002,012,"Algeria",01,"Imports",11969.3,,,0.179662,,
2002,016,"American Samoa",02,"Exports",388.1,,,0.005973,,
2002,016,"American Samoa",01,"Imports",485.5,,,0.007287,,
2002,020,"Andorra",02,"Exports",63.752,,,0.000981,,
2002,020,"Andorra",01,"Imports",1199.571,,,0.018006,,
2002,024,"Angola",02,"Exports",8328,,,0.128172,,
2002,024,"Angola",01,"Imports",3760,,,0.056439,,
2002,660,"Anguilla",02,"Exports",4.33,,,6.7E-05,,
2002,660,"Anguilla",01,"Imports",69.89,,,0.001049,,
2002,028,"Antigua and Barbuda",02,"Exports",39,,,0.0006,,
2002,028,"Antigua and Barbuda",01,"Imports",400,,,0.006004,,
2002,032,"Argentina",02,"Exports",25650,,,0.394766,,
2002,032,"Argentina",01,"Imports",8990,,,0.134942,,
2002,051,"Armenia",02,"Exports",505.16,,,0.007775,,
2002,051,"Armenia",01,"Imports",987.2,,,0.014818,,
2002,533,"Aruba",02,"Exports",1487.821,,,0.022898,,
2002,533,"Aruba",01,"Imports",2017.151,,,0.030278,,
2002,036,"Australia",02,"Exports",65033,,,1.00089,,
2002,036,"Australia",01,"Imports",72689.5,,,1.091089,,
2002,040,"Austria",02,"Exports",78672.976,,,1.210816,,
2002,040,"Austria",01,"Imports",78299.112,,,1.17529,,
2002,031,"Azerbaijan",02,"Exports",2167.4,,,0.033357,,
2002,031,"Azerbaijan",01,"Imports",1665.5,,,0.025,,
2002,044,"Bahamas",02,"Exports",389,,,0.005987,,
2002,044,"Bahamas",01,"Imports",1839,,,0.027604,,
2002,048,"Bahrain",02,"Exports",5794,,,0.089173,,
2002,048,"Bahrain",01,"Imports",5013,,,0.075246,,
2002,050,"Bangladesh",02,"Exports",6149,,,0.094636,,
2002,050,"Bangladesh",01,"Imports",8592,,,0.128968,,
2002,052,"Barbados",02,"Exports",241.5,,,0.003717,,
2002,052,"Barbados",01,"Imports",1039,,,0.015596,,
2002,112,"Belarus",02,"Exports",8020.9,,,0.123446,,
2002,112,"Belarus",01,"Imports",9092.3,,,0.136478,,
2002,056,"Belgium",02,"Exports",216127.439,,,3.326309,,
2002,056,"Belgium",01,"Imports",198311.101,,,2.976702,,
2002,084,"Belize",02,"Exports",274.753,"Break",,0.004229,"Break",
2002,084,"Belize",01,"Imports",525,,,0.00788,,
2002,204,"Benin",02,"Exports",448,,,0.006895,,
2002,204,"Benin",01,"Imports",724.785,,,0.010879,,
2002,060,"Bermuda",02,"Exports",56,,,0.000862,,
2002,060,"Bermuda",01,"Imports",747,,,0.011213,,
2002,064,"Bhutan",02,"Exports",112.704,,,0.001735,,
2002,064,"Bhutan",01,"Imports",196.541,,,0.00295,,
2002,068,"Bolivia (Plurinational State of)",02,"Exports",1298.731,,,0.019988,,
2002,068,"Bolivia (Plurinational State of)",01,"Imports",1774.879,,,0.026641,,
2002,535,"Bonaire, Sint Eustatius and Saba",02,"Exports",,,"Not applicable",,,"Not applicable"
2002,535,"Bonaire, Sint Eustatius and Saba",01,"Imports",,,"Not applicable",,,"Not applicable"
2002,070,"Bosnia and Herzegovina",02,"Exports",1005.286,,,0.015472,,
2002,070,"Bosnia and Herzegovina",01,"Imports",3872.436,,,0.058126,,
2002,072,"Botswana",02,"Exports",2425,,,0.037322,,
2002,072,"Botswana",01,"Imports",1845,,,0.027694,,
2002,076,"Brazil",02,"Exports",60438.7,,,0.930182,,
2002,076,"Brazil",01,"Imports",49722.5,,,0.746348,,
2002,092,"British Virgin Islands",02,"Exports",30,"Estimated",,0.000462,"Estimated",
2002,092,"British Virgin Islands",01,"Imports",194,"Estimated",,0.002912,"Estimated",
2002,096,"Brunei Darussalam",02,"Exports",3702,,,0.056976,,
2002,096,"Brunei Darussalam",01,"Imports",1556,,,0.023356,,
2002,100,"Bulgaria",02,"Exports",5733.031,,,0.088234,,
2002,100,"Bulgaria",01,"Imports",7953.643,,,0.119386,,
2002,854,"Burkina Faso",02,"Exports",246.742,,,0.003797,,
2002,854,"Burkina Faso",01,"Imports",739,,,0.011093,,
2002,108,"Burundi",02,"Exports",30,,,0.000462,,
2002,108,"Burundi",01,"Imports",129.406,,,0.001942,,
2002,132,"Cabo Verde",02,"Exports",10.54,,,0.000162,,
2002,132,"Cabo Verde",01,"Imports",276,,,0.004143,,
2002,116,"Cambodia",02,"Exports",1923,,,0.029596,,
2002,116,"Cambodia",01,"Imports",2318,,,0.034794,,
2002,120,"Cameroon",02,"Exports",1802,,,0.027734,,
2002,120,"Cameroon",01,"Imports",1866,,,0.028009,,
2002,124,"Canada",02,"Exports",252394,,,3.88447,,
2002,124,"Canada",01,"Imports",227499,,,3.41482,,
