Period,Period Label,Economy,Economy Label,Annual average growth rate,Annual average growth rate Footnote,Annual average growth rate Missing value,Annual average growth rate per capita,Annual average growth rate per capita Footnote,Annual average growth rate per capita Missing value
20102011,"2011",764,"Thailand",0.84016,,,0.21507,,
20102011,"2011",626,"Timor-Leste",5.95605,,,3.51971,,
20102011,"2011",768,"Togo",5.82325,,,3.0098,,
20102011,"2011",776,"Tonga",6.81764,,,6.64883,,
20102011,"2011",780,"Trinidad and Tobago",-0.22853,,,-0.82423,,
20102011,"2011",788,"Tunisia",-0.76099,,,-1.85543,,
20102011,"2011",792,"Turkiye",11.20011,,,9.8989,,
20102011,"2011",795,"Turkmenistan",12.85209,,,10.48797,,
20102011,"2011",796,"Turks and Caicos Islands",4.62043,,,0.86582,,
20102011,"2011",798,"Tuvalu",7.47571,,,5.8207,,
20102011,"2011",800,"Uganda",4.50137,,,1.48192,,
20102011,"2011",804,"Ukraine",5.46553,,,5.80294,"The Government of Ukraine has advised the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol from 2010 onwards. Since population figures include these areas, the denominator and numerator are mismatched for GDP per capita.",
20102011,"2011",810,"Union of Soviet Socialist Republics",,,"Not applicable",,,"Not applicable"
20102011,"2011",784,"United Arab Emirates",6.21612,,,2.36459,,
20102011,"2011",826,"United Kingdom",1.1451,,,0.34434,,
20102011,"2011",834,"United Republic of Tanzania",7.89135,,,4.91245,,
20102011,"2011",840,"United States",1.5499,,,0.56633,,
20102011,"2011",841,"United States of America including Puerto Rico",1.53755,,,,,"No value reported or collected"
20102011,"2011",858,"Uruguay",6.62368,,,6.35943,,
20102011,"2011",860,"Uzbekistan",7.52514,,,5.89233,,
20102011,"2011",548,"Vanuatu",1.225,,,-0.94773,,
20102011,"2011",862,"Venezuela (Bolivarian Rep. of)",4.17503,,,2.8468,,
20102011,"2011",704,"Viet Nam",6.41317,,,5.1945,,
20102011,"2011",887,"Yemen",-15.24112,,,-17.78703,,
20102011,"2011",886,"Yemen, Arab Republic",,,"Not applicable",,,"Not applicable"
20102011,"2011",720,"Yemen, Democratic",,,"Not applicable",,,"Not applicable"
20102011,"2011",890,"Yugoslavia, Soc. Fed. Rep. of",,,"Not applicable",,,"Not applicable"
20102011,"2011",894,"Zambia",5.56504,,,2.11243,,
20102011,"2011",716,"Zimbabwe",14.19391,,,12.18749,,
20102011,"2011",0002,"Special economies",,,"Not applicable",,,"Not applicable"
20102011,"2011",251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",2.20248,,,1.69444,,
20102011,"2011",579,"Norway including Svalbard and Jan Mayen Islands",1.10566,,,-0.19683,,
20102011,"2011",757,"Switzerland including Liechtenstein",1.7584,,,0.62072,,
20102011,"2011",926,"United Kingdom including Channel Islands and Isle of Man",1.1451,,,0.34487,,
20102011,"2011",842,"United States of America including Puerto Rico and United States Virgin Islands",1.53755,,,0.57606,,
20102011,"2011",5600,"Asia and Oceania",5.83316,,,4.60264,,
20102011,"2011",5702,"Northern America and Europe",1.81198,,,1.38022,,
20102011,"2011",5706,"Europe, Northern America, Australia and New Zealand",1.87715,,,1.42142,,
20102011,"2011",5703,"Central and Southern Asia",5.50682,,,3.95931,,
20102011,"2011",5704,"Eastern and South-Eastern Asia",5.72777,,,4.90956,,
20102011,"2011",5705,"Western Asia and Northern Africa",5.25847,,,3.02382,,
20102011,"2011",1400,"Developing economies",6.50859,,,4.97279,,
20102011,"2011",1410,"Developing economies: Africa",1.87577,,,-0.71215,,
20102011,"2011",1420,"Developing economies: Americas",4.40981,,,3.30047,,
20102011,"2011",1460,"Developing economies: Asia and Oceania",7.81062,,,6.51316,,
20102011,"2011",1430,"Developing economies: Asia",7.82585,,,6.53174,,
20102011,"2011",1450,"Developing economies: Oceania",1.68932,,,-0.81039,,
20102011,"2011",1500,"Developed economies",1.76873,,,1.34548,,
20102011,"2011",1520,"Developed economies: Americas",1.67317,,,0.68173,,
20102011,"2011",1560,"Developed economies: Asia and Oceania",1.54727,,,1.16746,,
20102011,"2011",1530,"Developed economies: Asia",1.07088,,,0.84114,,
20102011,"2011",1550,"Developed economies: Oceania",3.76188,,,2.32061,,
20102011,"2011",1540,"Developed economies: Europe",1.94853,,,1.78132,,
20102011,"2011",1600,"Developing economies excluding China",4.93361,,,3.16271,,
20102011,"2011",1601,"Developing economies excluding LDCs",6.59057,,,5.22023,,
20102011,"2011",1610,"LDCs (Least developed countries)",4.19164,,,1.77194,,
20102011,"2011",1614,"LDCs: Africa",4.4104,,,1.38948,,
20102011,"2011",1612,"LDCs: Asia",3.81442,,,2.43043,,
20102011,"2011",1615,"LDCs: Islands and Haiti",5.32944,,,3.85024,,
20102011,"2011",1620,"LLDCs (Landlocked developing countries)",7.24878,,,4.69912,,
20102011,"2011",1640,"SIDS (Small island developing States) (UN-OHRLLS)",3.36366,,,2.22272,,
20102011,"2011",1641,"SIDS: Atlantic and Indian Ocean",2.54464,,,0.85565,,
20102011,"2011",1642,"SIDS: Caribbean",1.49726,,,0.93536,,
20102011,"2011",1643,"SIDS: Pacific",5.61944,,,3.17153,,
20102011,"2011",2623,"Low-income developing economies",3.12042,,,0.59097,,
20102011,"2011",2622,"Middle-income developing economies",5.03767,,,3.36296,,
20102011,"2011",2621,"High-income developing economies",7.19645,,,6.28547,,
20102011,"2011",2711,"BRICS",7.51395,,,6.48741,,
20102011,"2011",3412,"European Union (2020 …)",1.901,,,1.70902,,
20102011,"2011",3916,"G20 (Group of Twenty)",3.53736,,,2.56158,,
20102011,"2011",3919,"G-77 (Group of 77)",6.61362,,,5.06087,,
20102011,"2011",3905,"OECD (Organisation for Economic Cooperation and Development)",1.91136,,,1.20133,,
20112012,"2012",0000,"World",2.73379,,,1.4456,,
20112012,"2012",5100,"Africa",5.92868,,,3.2343,,
20112012,"2012",5110,"Northern Africa",6.77589,,,9.85412,,
20112012,"2012",5120,"Sub-Saharan Africa",5.50476,,,1.44649,,
20112012,"2012",5121,"Eastern Africa",7.79844,,,1.8337,,
20112012,"2012",5122,"Middle Africa",7.77998,,,4.29374,,
20112012,"2012",5123,"Southern Africa",2.43195,,,0.93146,,
20112012,"2012",5124,"Western Africa",5.55752,,,2.67788,,
20112012,"2012",5200,"Americas",2.34303,,,1.3,,
20112012,"2012",5210,"Northern America",2.23613,,,1.25569,,
20112012,"2012",5220,"Latin America and the Caribbean",2.71292,,,1.62989,,
20112012,"2012",5221,"Caribbean",1.42047,,,0.72856,,
20112012,"2012",5222,"Central America",3.81167,,,2.3453,,
20112012,"2012",5223,"South America",2.43339,,,1.46283,,
20112012,"2012",5300,"Asia",5.04291,,,3.82991,,
20112012,"2012",5310,"Central Asia",5.46792,,,3.72007,,
20112012,"2012",5330,"Eastern Asia",5.20178,,,4.55461,,
20112012,"2012",5350,"South-eastern Asia",6.0315,,,4.66224,,
20112012,"2012",5320,"Southern Asia",4.17073,,,2.70744,,
20112012,"2012",5340,"Western Asia",4.17193,,,1.70713,,
20112012,"2012",5400,"Europe",0.1087,,,-0.03982,,
20112012,"2012",5410,"Eastern Europe",2.49481,,,2.52734,,
20112012,"2012",5420,"Northern Europe",1.11679,,,0.52919,,
20112012,"2012",5430,"Southern Europe",-3.18729,,,-3.15818,,
20112012,"2012",5440,"Western Europe",0.35118,,,0.00657,,
20112012,"2012",5500,"Oceania",2.6021,,,0.82798,,
20112012,"2012",0001,"Individual economies",,,"Not applicable",,,"Not applicable"
20112012,"2012",004,"Afghanistan",10.10365,,,5.7358,,
20112012,"2012",008,"Albania",1.41723,,,1.46951,,
20112012,"2012",012,"Algeria",3.4,,,1.35983,,
20112012,"2012",020,"Andorra",-4.97422,,,-3.80052,,
20112012,"2012",024,"Angola",8.54215,,,4.40763,,
20112012,"2012",660,"Anguilla",-5.85629,,,-4.51932,,
20112012,"2012",028,"Antigua and Barbuda",3.37287,,,2.27351,,
20112012,"2012",032,"Argentina",-1.02642,,,-2.03833,,
20112012,"2012",051,"Armenia",7.16525,,,7.1925,,
20112012,"2012",533,"Aruba",-1.63497,,,-2.39086,,
20112012,"2012",036,"Australia",2.6062,,,0.93205,,
20112012,"2012",040,"Austria",0.68045,,,0.22274,,
20112012,"2012",031,"Azerbaijan",2.16524,,,0.85735,,
20112012,"2012",044,"Bahamas",3.08666,,,2.05982,,
20112012,"2012",048,"Bahrain",3.72862,,,2.91204,,
20112012,"2012",050,"Bangladesh",8.4625,,,7.42801,,
20112012,"2012",052,"Barbados",-0.30574,,,-0.59337,,
20112012,"2012",112,"Belarus",1.74747,,,1.85132,,
20112012,"2012",056,"Belgium",0.73922,,,0.11445,,
20112012,"2012",084,"Belize",3.6616,,,1.45578,,
20112012,"2012",204,"Benin",4.81122,,,1.74648,,
20112012,"2012",060,"Bermuda",-5.30514,,,-5.1757,,
20112012,"2012",064,"Bhutan",0,,,-1.10166,,
20112012,"2012",068,"Bolivia (Plurinational State of)",5.12228,,,3.45406,,
20112012,"2012",070,"Bosnia and Herzegovina",-0.82184,,,1.11532,,
20112012,"2012",072,"Botswana",-0.17091,,,-1.83181,,
20112012,"2012",076,"Brazil",1.92118,,,1.09733,,
20112012,"2012",092,"British Virgin Islands",-0.74121,,,-6.08931,,
20112012,"2012",096,"Brunei Darussalam",0.91314,,,-0.62162,,
20112012,"2012",100,"Bulgaria",0.74883,,,1.61643,,
20112012,"2012",854,"Burkina Faso",6.45267,,,3.28878,,
20112012,"2012",108,"Burundi",4.42345,,,0.76278,,
20112012,"2012",132,"Cabo Verde",1.08365,,,0.98335,,
20112012,"2012",116,"Cambodia",7.31335,,,5.71567,,
20112012,"2012",120,"Cameroon",4.62598,,,1.72381,,
20112012,"2012",124,"Canada",1.76096,,,0.69137,,
20112012,"2012",136,"Cayman Islands",1.22975,,,-1.481,,
20112012,"2012",140,"Central African Republic",5.05376,,,4.00964,,
20112012,"2012",148,"Chad",11.19453,,,7.35645,,
20112012,"2012",152,"Chile",5.31854,,,4.31278,,
20112012,"2012",156,"China",7.86374,,,7.13361,,
20112012,"2012",344,"China, Hong Kong SAR",1.70032,,,0.8799,,
20112012,"2012",446,"China, Macao SAR",9.24226,,,7.0455,,
20112012,"2012",158,"China, Taiwan Province of",2.22151,,,1.90238,,
20112012,"2012",170,"Colombia",3.91264,,,2.8757,,
20112012,"2012",174,"Comoros",6.31064,,,4.19357,,
20112012,"2012",178,"Congo",9.94715,,,6.91517,,
20112012,"2012",184,"Cook Islands",0.71044,,,-0.46426,,
20112012,"2012",188,"Costa Rica",4.88259,,,3.66597,,
20112012,"2012",384,"Cote d'Ivoire",16.20544,,,13.80341,,
20112012,"2012",191,"Croatia",-2.33991,,,-1.84492,,
20112012,"2012",192,"Cuba",3.0149,,,3.00028,,
20112012,"2012",531,"Curacao",-0.34895,,,-1.78838,,
20112012,"2012",196,"Cyprus",-3.44741,,,,,"No value reported or collected"
20112012,"2012",203,"Czechia",-0.785,,,-0.89665,,
20112012,"2012",200,"Czechoslovakia",,,"Not applicable",,,"Not applicable"
20112012,"2012",408,"Dem. People's Rep. of Korea",1.30844,,,0.85094,,
20112012,"2012",180,"Dem. Rep. of the Congo",7.08684,,,3.57066,,
20112012,"2012",208,"Denmark",0.2265,,,-0.15111,,
20112012,"2012",262,"Djibouti",13.14508,,,11.0163,,
20112012,"2012",212,"Dominica",-1.059,,,-1.15205,,
20112012,"2012",214,"Dominican Republic",2.71737,,,1.44452,,
20112012,"2012",218,"Ecuador",5.64196,,,3.97332,,
20112012,"2012",818,"Egypt",2.22621,,,-0.04296,,
20112012,"2012",222,"El Salvador",2.81407,,,2.41304,,
20112012,"2012",226,"Equatorial Guinea",8.31287,,,3.98801,,
20112012,"2012",232,"Eritrea",1.88602,,,0.59431,,
20112012,"2012",233,"Estonia",3.2282,,,3.59831,,
20112012,"2012",748,"Eswatini",5.39663,,,4.83113,,
20112012,"2012",231,"Ethiopia",8.64782,,,5.64376,,
20112012,"2012",230,"Ethiopia (...1991)",,,"Not applicable",,,"Not applicable"
20112012,"2012",280,"Federal Republic of Germany",,,"Not applicable",,,"Not applicable"
20112012,"2012",242,"Fiji",1.41131,,,1.1975,,
20112012,"2012",246,"Finland",-1.39755,,,-1.86616,,
20112012,"2012",250,"France",0.31313,,,-0.19531,"France includes data for Guadeloupe, Martinique, Reunion, French Guiana and Mayotte. Since population figures refer to metropolitan France, the denominator and numerator are mismatched for GDP per capita.",
20112012,"2012",258,"French Polynesia",-0.92754,,,-1.41985,,
20112012,"2012",266,"Gabon",5.25237,,,1.55355,,
20112012,"2012",270,"Gambia",5.24157,,,2.18646,,
20112012,"2012",268,"Georgia",6.41678,,,7.23491,,
20112012,"2012",276,"Germany",0.4185,,,0.34588,,
20112012,"2012",288,"Ghana",9.29309,,,6.68005,,
20112012,"2012",300,"Greece",-7.0867,,,-6.57752,,
20112012,"2012",304,"Greenland",1.39424,,,1.49424,,
20112012,"2012",308,"Grenada",-1.15515,,,-1.76517,,
20112012,"2012",320,"Guatemala",2.97003,,,0.93978,,
20112012,"2012",324,"Guinea",5.91529,,,3.34759,,
20112012,"2012",624,"Guinea-Bissau",-1.71288,,,-4.2924,,
20112012,"2012",328,"Guyana",5.2763,,,5.25725,,
20112012,"2012",332,"Haiti",0.50234,,,-1.04333,,
20112012,"2012",340,"Honduras",4.12876,,,2.04389,,
20112012,"2012",348,"Hungary",-1.25023,,,-0.95096,,
20112012,"2012",352,"Iceland",1.06364,,,0.52688,,
20112012,"2012",356,"India",5.45639,,,4.01727,,
20112012,"2012",360,"Indonesia",6.03005,,,4.6754,,
20112012,"2012",960,"Indonesia (...2002)",,,"Not applicable",,,"Not applicable"
20112012,"2012",364,"Iran (Islamic Republic of)",-3.74717,,,-4.94409,,
20112012,"2012",368,"Iraq",13.93693,,,8.88103,,
20112012,"2012",372,"Ireland",-0.12971,,,-0.57542,,
20112012,"2012",376,"Israel",2.54112,,,0.69785,,
20112012,"2012",380,"Italy",-2.98091,,,-3.24318,,
20112012,"2012",388,"Jamaica",-0.6136,,,-1.04149,,
20112012,"2012",392,"Japan",1.37475,,,1.508,,
20112012,"2012",400,"Jordan",2.42936,,,0.98882,,
20112012,"2012",398,"Kazakhstan",4.76767,,,3.31412,,
20112012,"2012",404,"Kenya",4.45657,,,1.76749,,
20112012,"2012",296,"Kiribati",5.12989,,,3.59719,,
20112012,"2012",412,"Kosovo",1.7122,,,0.89114,,
20112012,"2012",414,"Kuwait",6.62641,,,0.10135,,
20112012,"2012",417,"Kyrgyzstan",-0.08815,,,-1.87686,,
20112012,"2012",418,"Lao People's Dem. Rep.",7.89846,,,6.36931,,
20112012,"2012",428,"Latvia",7.04225,,,8.3737,,
20112012,"2012",422,"Lebanon",2.56479,,,-0.17227,,
20112012,"2012",426,"Lesotho",6.33409,,,5.27067,,
20112012,"2012",430,"Liberia",11.3,,,7.43483,,
20112012,"2012",434,"Libya",86.82675,,,91.78137,,
20112012,"2012",438,"Liechtenstein",1.07337,,,0.173,,
20112012,"2012",440,"Lithuania",3.84386,,,5.24473,,
20112012,"2012",442,"Luxembourg",1.6499,,,-0.717,,
20112012,"2012",450,"Madagascar",3.01115,,,0.20064,,
20112012,"2012",454,"Malawi",4.38653,,,1.43257,,
20112012,"2012",458,"Malaysia",5.47345,,,3.69277,,
20112012,"2012",462,"Maldives",2.36375,,,-1.11455,,
20112012,"2012",466,"Mali",11.21562,,,8.01509,,
20112012,"2012",470,"Malta",4.11866,,,3.63469,,
20112012,"2012",584,"Marshall Islands",-1.29271,,,-0.35591,,
20112012,"2012",478,"Mauritania",4.47001,,,1.11502,,
20112012,"2012",480,"Mauritius",3.49612,,,3.26306,,
20112012,"2012",484,"Mexico",3.55321,,,2.15732,,
20112012,"2012",583,"Micronesia (Federated States of)",-1.86679,,,-2.04143,,
20112012,"2012",492,"Monaco",1.01222,,,-1.214,,
20112012,"2012",496,"Mongolia",12.31955,,,10.29938,,
20112012,"2012",499,"Montenegro",-2.7238,,,-2.85462,,
20112012,"2012",500,"Montserrat",0.17789,,,0.72097,,
20112012,"2012",504,"Morocco",3.45935,,,2.08635,,
20112012,"2012",508,"Mozambique",7.9945,,,4.93805,,
20112012,"2012",104,"Myanmar",7.33267,,,6.43325,,
20112012,"2012",516,"Namibia",5.06168,,,2.74809,,
20112012,"2012",520,"Nauru",11.68597,,,9.84756,,
20112012,"2012",524,"Nepal",4.6702,,,4.4025,,
20112012,"2012",528,"Netherlands (Kingdom of the)",-1.0304,,,-1.40566,,
20112012,"2012",530,"Netherlands Antilles",,,"Not applicable",,,"Not applicable"
20112012,"2012",540,"New Caledonia",1.8,,,-0.10758,,
20112012,"2012",554,"New Zealand",2.603,,,1.9291,,
20112012,"2012",558,"Nicaragua",6.49616,,,5.01211,,
20112012,"2012",562,"Niger",12.40361,,,8.24136,,
20112012,"2012",566,"Nigeria",4.23006,,,1.37822,,
20112012,"2012",807,"North Macedonia",-0.456,,,0.19004,,
20112012,"2012",578,"Norway",2.71796,,,1.37751,,
20112012,"2012",512,"Oman",8.86342,,,-5.57177,,
20112012,"2012",582,"Pacific Islands, Trust Territory",,,"Not applicable",,,"Not applicable"
20112012,"2012",586,"Pakistan",4.73817,,,2.76056,,
20112012,"2012",585,"Palau",1.48052,,,3.2685,,
20112012,"2012",591,"Panama",10.13643,,,8.21009,,
20112012,"2012",590,"Panama, excluding Canal Zone",,,"Not applicable",,,"Not applicable"
20112012,"2012",598,"Papua New Guinea",4.65712,,,1.78156,,
20112012,"2012",600,"Paraguay",-0.70804,,,-2.09517,,
20112012,"2012",604,"Peru",6.13972,,,5.25513,,
20112012,"2012",608,"Philippines",6.89695,,,4.84077,,
20112012,"2012",616,"Poland",1.54522,,,1.44108,,
20112012,"2012",620,"Portugal",-4.05729,,,-3.65665,,
20112012,"2012",630,"Puerto Rico",0.02928,,,1.05217,,
20112012,"2012",634,"Qatar",4.73001,,,-0.55103,,
20112012,"2012",410,"Republic of Korea",2.40253,,,1.42818,,
20112012,"2012",498,"Republic of Moldova",-0.58973,,,1.54084,,
20112012,"2012",642,"Romania",1.92498,,,2.54972,,
20112012,"2012",643,"Russian Federation",4.02409,,,3.84581,,
20112012,"2012",646,"Rwanda",8.64244,,,6.07264,,
20112012,"2012",659,"Saint Kitts and Nevis",-0.52576,,,-0.83667,,
20112012,"2012",662,"Saint Lucia",-0.10808,,,-0.56301,,
20112012,"2012",670,"Saint Vincent and the Grenadines",1.16874,,,1.73907,,
20112012,"2012",882,"Samoa",-3.86427,,,-4.73757,,
20112012,"2012",674,"San Marino",-7.51977,,,-11.10657,,
20112012,"2012",678,"Sao Tome and Principe",3.14217,,,1.07867,,
20112012,"2012",682,"Saudi Arabia",5.42739,,,1.69999,,
20112012,"2012",686,"Senegal",4.00305,,,1.2558,,
20112012,"2012",688,"Serbia",-0.68154,,,-0.13596,,
20112012,"2012",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable"
20112012,"2012",690,"Seychelles",4.10393,,,1.46951,,
20112012,"2012",694,"Sierra Leone",15.18277,,,12.30228,,
20112012,"2012",702,"Singapore",4.43558,,,2.2436,,
20112012,"2012",534,"Sint Maarten (Dutch part)",9.66541,,,7.29819,,
20112012,"2012",703,"Slovakia",1.3188,,,1.19204,,
20112012,"2012",705,"Slovenia",-2.63944,,,-2.85362,,
20112012,"2012",090,"Solomon Islands",2.36027,,,-1.3267,,
20112012,"2012",706,"Somalia",6.69435,,,5.73257,,
20112012,"2012",710,"South Africa",2.39623,,,0.89718,,
20112012,"2012",728,"South Sudan",,,"Not applicable",,,"Not applicable"
20112012,"2012",724,"Spain",-2.95892,,,-3.00078,,
20112012,"2012",144,"Sri Lanka",8.63218,,,7.80903,,
20112012,"2012",275,"State of Palestine",6.09646,,,3.5945,,
20112012,"2012",729,"Sudan",,,"Not applicable",,,"Not applicable"
20112012,"2012",736,"Sudan (...2011)",,,"Not applicable",,,"Not applicable"
20112012,"2012",740,"Suriname",3.57838,,,2.40679,,
20112012,"2012",752,"Sweden",-0.5883,,,-1.32169,,
20112012,"2012",756,"Switzerland",1.17925,,,0.10972,,
20112012,"2012",760,"Syrian Arab Republic",-26.33902,,,-25.95603,,
20112012,"2012",762,"Tajikistan",7.54578,,,5.00547,,
20112012,"2012",835,"Tanganyika",5.14101,,,,,"No value reported or collected"
20112012,"2012",836,"Zanzibar and Pemba Island",5.28359,,,,,"No value reported or collected"
20112012,"2012",764,"Thailand",7.24278,,,6.58037,,
20112012,"2012",626,"Timor-Leste",4.8586,,,2.57845,,
20112012,"2012",768,"Togo",6.3027,,,3.54417,,
20112012,"2012",776,"Tonga",0.82313,,,0.92633,,
20112012,"2012",780,"Trinidad and Tobago",1.35925,,,0.72198,,
20112012,"2012",788,"Tunisia",5.31609,,,4.13364,,
20112012,"2012",792,"Turkiye",4.78849,,,3.42007,,
20112012,"2012",795,"Turkmenistan",6.1326,,,3.84627,,
20112012,"2012",796,"Turks and Caicos Islands",-2.6665,,,-6.54748,,
20112012,"2012",798,"Tuvalu",-3.88415,,,-5.2379,,
20112012,"2012",800,"Uganda",3.63179,,,0.66538,,
20112012,"2012",804,"Ukraine",0.23869,,,0.45083,"The Government of Ukraine has advised the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol from 2010 onwards. Since population figures include these areas, the denominator and numerator are mismatched for GDP per capita.",
20112012,"2012",810,"Union of Soviet Socialist Republics",,,"Not applicable",,,"Not applicable"
20112012,"2012",784,"United Arab Emirates",1.82448,,,-2.21876,,
20112012,"2012",826,"United Kingdom",1.51294,,,0.79683,,
20112012,"2012",834,"United Republic of Tanzania",5.14457,,,2.15966,,
20112012,"2012",840,"United States",2.28087,,,1.30995,,
20112012,"2012",841,"United States of America including Puerto Rico",2.26658,,,,,"No value reported or collected"
20112012,"2012",858,"Uruguay",4.97716,,,4.70724,,
20112012,"2012",860,"Uzbekistan",7.10244,,,5.49672,,
20112012,"2012",548,"Vanuatu",1.75475,,,-0.4567,,
20112012,"2012",862,"Venezuela (Bolivarian Rep. of)",5.62627,,,4.30883,,
20112012,"2012",704,"Viet Nam",5.50454,,,4.27631,,
20112012,"2012",887,"Yemen",-1.10394,,,-4.06296,,
20112012,"2012",886,"Yemen, Arab Republic",,,"Not applicable",,,"Not applicable"
20112012,"2012",720,"Yemen, Democratic",,,"Not applicable",,,"Not applicable"
20112012,"2012",890,"Yugoslavia, Soc. Fed. Rep. of",,,"Not applicable",,,"Not applicable"
20112012,"2012",894,"Zambia",7.59749,,,4.16449,,
20112012,"2012",716,"Zimbabwe",16.66543,,,14.78716,,
20112012,"2012",0002,"Special economies",,,"Not applicable",,,"Not applicable"
20112012,"2012",251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",0.31462,,,-0.19035,,
20112012,"2012",579,"Norway including Svalbard and Jan Mayen Islands",2.71796,,,1.37751,,
20112012,"2012",757,"Switzerland including Liechtenstein",1.17832,,,0.10957,,
20112012,"2012",926,"United Kingdom including Channel Islands and Isle of Man",1.51294,,,0.79796,,
20112012,"2012",842,"United States of America including Puerto Rico and United States Virgin Islands",2.26658,,,1.31938,,
20112012,"2012",5600,"Asia and Oceania",4.90517,,,3.6885,,
20112012,"2012",5702,"Northern America and Europe",1.16222,,,0.74774,,
20112012,"2012",5706,"Europe, Northern America, Australia and New Zealand",1.21135,,,0.77044,,
20112012,"2012",5703,"Central and Southern Asia",4.29189,,,2.81758,,
20112012,"2012",5704,"Eastern and South-Eastern Asia",5.3045,,,4.45847,,
20112012,"2012",5705,"Western Asia and Northern Africa",4.71823,,,4.82157,,
20112012,"2012",1400,"Developing economies",5.43858,,,3.91896,,
20112012,"2012",1410,"Developing economies: Africa",5.92868,,,3.2343,,
20112012,"2012",1420,"Developing economies: Americas",2.71292,,,1.62989,,
20112012,"2012",1460,"Developing economies: Asia and Oceania",6.24779,,,4.97432,,
20112012,"2012",1430,"Developing economies: Asia",6.25664,,,4.98633,,
20112012,"2012",1450,"Developing economies: Oceania",2.47774,,,0.05718,,
20112012,"2012",1500,"Developed economies",1.26877,,,0.85492,,
20112012,"2012",1520,"Developed economies: Americas",2.23613,,,1.25569,,
20112012,"2012",1560,"Developed economies: Asia and Oceania",1.81575,,,1.40514,,
20112012,"2012",1530,"Developed economies: Asia",1.64128,,,1.39062,,
20112012,"2012",1550,"Developed economies: Oceania",2.60581,,,1.09351,,
20112012,"2012",1540,"Developed economies: Europe",0.1087,,,-0.03982,,
20112012,"2012",1600,"Developing economies excluding China",4.12783,,,2.38608,,
20112012,"2012",1601,"Developing economies excluding LDCs",5.42556,,,4.07659,,
20112012,"2012",1610,"LDCs (Least developed countries)",5.82475,,,3.34647,,
20112012,"2012",1614,"LDCs: Africa",5.31955,,,2.28844,,
20112012,"2012",1612,"LDCs: Asia",6.80103,,,5.31796,,
20112012,"2012",1615,"LDCs: Islands and Haiti",1.3357,,,-0.40468,,
20112012,"2012",1620,"LLDCs (Landlocked developing countries)",6.22485,,,1.22416,,
20112012,"2012",1640,"SIDS (Small island developing States) (UN-OHRLLS)",2.68714,,,1.47155,,
20112012,"2012",1641,"SIDS: Atlantic and Indian Ocean",0.62086,,,-1.02446,,
20112012,"2012",1642,"SIDS: Caribbean",1.50703,,,0.80881,,
20112012,"2012",1643,"SIDS: Pacific",4.19003,,,1.82505,,
20112012,"2012",2623,"Low-income developing economies",2.29542,,,1.07675,,
20112012,"2012",2622,"Middle-income developing economies",5.51531,,,3.41887,,
20112012,"2012",2621,"High-income developing economies",5.58953,,,4.6513,,
20112012,"2012",2711,"BRICS",6.26786,,,5.2431,,
20112012,"2012",3412,"European Union (2020 …)",-0.70192,,,-0.82741,,
20112012,"2012",3916,"G20 (Group of Twenty)",2.89235,,,1.91557,,
20112012,"2012",3919,"G-77 (Group of 77)",5.71241,,,4.17552,,
20112012,"2012",3905,"OECD (Organisation for Economic Cooperation and Development)",1.34901,,,0.66814,,
20122013,"2013",0000,"World",2.87712,,,1.59885,,
20122013,"2013",5100,"Africa",3.91864,,,1.23274,,
20122013,"2013",5110,"Northern Africa",1.21161,,,-0.82953,,
20122013,"2013",5120,"Sub-Saharan Africa",5.28948,,,2.42561,,
20122013,"2013",5121,"Eastern Africa",5.46926,,,2.59125,,
20122013,"2013",5122,"Middle Africa",4.21994,,,0.83852,,
20122013,"2013",5123,"Southern Africa",2.87331,,,1.19712,,
20122013,"2013",5124,"Western Africa",7.08315,,,4.21374,,
20122013,"2013",5200,"Americas",2.25613,,,1.2335,,
20122013,"2013",5210,"Northern America",2.13325,,,1.16628,,
20122013,"2013",5220,"Latin America and the Caribbean",2.67937,,,1.62043,,
20122013,"2013",5221,"Caribbean",1.89375,,,1.23599,,
20122013,"2013",5222,"Central America",1.339,,,-0.04223,,
20122013,"2013",5223,"South America",3.2433,,,2.27715,,
20122013,"2013",5300,"Asia",5.35763,,,4.1734,,
20122013,"2013",5310,"Central Asia",5.66572,,,3.86345,,
20122013,"2013",5330,"Eastern Asia",5.51628,,,4.85862,,
20122013,"2013",5350,"South-eastern Asia",5.05066,,,3.72775,,
20122013,"2013",5320,"Southern Asia",5.12871,,,3.72379,,
20122013,"2013",5340,"Western Asia",4.89202,,,2.476,,
20122013,"2013",5400,"Europe",0.45338,,,0.31641,,
20122013,"2013",5410,"Eastern Europe",1.23008,,,1.22912,,
20122013,"2013",5420,"Northern Europe",1.45698,,,0.86492,,
20122013,"2013",5430,"Southern Europe",-1.53696,,,-1.34621,,
20122013,"2013",5440,"Western Europe",0.54875,,,0.17204,,
20122013,"2013",5500,"Oceania",2.55329,,,0.74976,,
20122013,"2013",0001,"Individual economies",,,"Not applicable",,,"Not applicable"
20122013,"2013",004,"Afghanistan",5.68293,,,2.13149,,
